ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,Side,City,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-231661,MapQuest,201.0,3,2016-12-19 06:50:58,2016-12-19 07:35:28,38.85033,-77.007828,0.01,Accident on I-295 Southbound before Exit 2 Capitol St.,S Capitol St SE,L,Washington,20032,US,US/Eastern,KDCA,2016-12-19 06:52:00,32.0,23.0,56.0,30.69,10.0,North,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-231667,MapQuest,201.0,2,2016-12-19 07:11:46,2016-12-19 07:56:24,38.889317,-76.959663,0.01,Accident on DC-295 Anacostia Fwy Southbound at Capitol St.,Anacostia Fwy S,R,Washington,20019,US,US/Eastern,KWBC,2016-12-19 07:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-231679,MapQuest,201.0,2,2016-12-19 07:35:28,2016-12-19 08:20:13,38.984478,-77.026619,0.0,Accident on Eastern Ave at US-29 Georgia Ave.,Georgia Ave NW,R,Washington,20012,US,US/Eastern,KCGS,2016-12-19 07:43:00,30.2,25.4,55.0,30.71,10.0,North,4.6,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-231891,MapQuest,201.0,2,2016-12-20 06:14:12,2016-12-20 06:58:46,38.889317,-76.959663,0.01,Left lane blocked due to accident on DC-295 Anacostia Fwy Northbound at Capitol St.,Anacostia Fwy S,R,Washington,20019,US,US/Eastern,KWBC,2016-12-20 07:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-231904,MapQuest,201.0,2,2016-12-20 06:49:10,2016-12-20 07:33:54,38.94825,-77.42975600000001,0.97,Accident on VA-28 Sully Rd Southbound from VA-267 to Frying Pan Rd.,Frying Pan Rd,R,Washington,20041,US,US/Eastern,KIAD,2016-12-20 06:52:00,19.0,,81.0,30.61,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-231911,MapQuest,201.0,2,2016-12-20 07:02:43,2016-12-20 08:17:43,38.88258,-76.96405,0.01,Accident on DC-295 Anacostia Fwy Southbound at Capitol St.,Anacostia Fwy S,R,Washington,20019,US,US/Eastern,KWBC,2016-12-20 07:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-231929,MapQuest,201.0,2,2016-12-20 07:37:51,2016-12-20 08:22:16,38.934447999999996,-77.03647600000001,0.01,Left lane closed due to accident on 16th St both ways at Meridian Pl. Keep to the right.,16th St NW,L,Washington,20010-3004,US,US/Eastern,KDCA,2016-12-20 07:52:00,27.0,20.5,66.0,30.61,10.0,ENE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-231930,MapQuest,201.0,2,2016-12-20 07:29:21,2016-12-20 08:14:06,38.875252,-76.97483100000001,0.01,Accident on DC-295 Anacostia Fwy Southbound at Exit 1A Pennsylvania Ave.,Anacostia Fwy S,R,Washington,20020,US,US/Eastern,KWBC,2016-12-20 07:00:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-231967,MapQuest,203.0,2,2016-12-20 08:39:08,2016-12-20 09:23:34,38.930538,-77.430038,0.01,Left and center lane closed due to multi-vehicle accident on VA-28 Sully Rd Northbound at McLearen Rd.,Sully Rd S,R,Washington,20041,US,US/Eastern,KIAD,2016-12-20 08:52:00,24.1,,75.0,30.59,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-231978,MapQuest,201.0,3,2016-12-20 08:52:06,2016-12-20 09:36:33,38.894073,-77.053207,0.01,Left/center lane blocked due to accident on I-66 Eastbound near US-50.,I-66 E,R,Washington,20037,US,US/Eastern,KDCA,2016-12-20 08:52:00,28.0,20.8,63.0,30.6,10.0,ENE,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-232156,MapQuest,203.0,3,2016-12-21 05:55:31,2016-12-21 06:39:27,38.874794,-77.04278599999999,0.01,Left hand shoulder closed right hand shoulder closed and left and center lane closed due to multi-vehicle accident on I-395 Northbound at 14th St Bridge.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2016-12-21 05:52:00,28.9,25.2,85.0,30.22,10.0,Variable,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-232223,MapQuest,201.0,2,2016-12-21 09:21:41,2016-12-21 10:06:21,38.894615,-77.002045,0.01,Accident on 3rd St both ways at Massachusetts Ave.,Massachusetts Ave NE,L,Washington,20002-4941,US,US/Eastern,KDCA,2016-12-21 08:52:00,36.0,32.1,70.0,30.25,10.0,South,4.6,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-232248,MapQuest,201.0,2,2016-12-21 11:27:21,2016-12-21 12:19:00,38.938938,-77.104034,0.01,Accident on Dalecarlia Pkwy Southbound at Rockwood Pkwy. Police directing traffic.,Dalecarlia Pkwy NW,R,Washington,20016,US,US/Eastern,KDCA,2016-12-21 11:52:00,44.1,40.8,47.0,30.26,10.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-232256,MapQuest,241.0,3,2016-12-21 12:09:48,2016-12-21 13:09:01,38.882214000000005,-77.028603,0.01,One lane blocked due to accident on I-395 Northbound at Exits 3 4 G St.,I-395 S,R,Washington,20024,US,US/Eastern,KDCA,2016-12-21 11:52:00,44.1,40.8,47.0,30.26,10.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-232262,MapQuest,201.0,2,2016-12-21 13:11:43,2016-12-21 13:40:58,38.935741,-77.106491,0.01,Accident on Dalecarlia Pkwy near Loughboro Rd.,Dalecarlia Pkwy NW,R,Washington,20016,US,US/Eastern,KDCA,2016-12-21 12:52:00,44.1,39.5,49.0,30.24,10.0,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-232411,MapQuest,201.0,2,2016-12-22 09:38:16,2016-12-22 10:22:48,38.875252,-76.97483100000001,0.01,Left lane closed due to accident on DC-295 Anacostia Fwy Northbound at Exit 1A Pennsylvania Ave.,Anacostia Fwy S,R,Washington,20020,US,US/Eastern,KWBC,2016-12-22 09:47:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-232556,MapQuest,201.0,3,2016-12-22 20:02:11,2016-12-22 20:31:38,38.879242,-77.035889,0.87,Accident on I-395 Northbound between Exits 8C 9 10A 10A-B US-1 and Exits 1 2 US-1 14th St.,US-1 N,R,Washington,20024,US,US/Eastern,KDCA,2016-12-22 19:52:00,45.0,37.4,46.0,30.28,10.0,NNW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-232696,MapQuest,201.0,3,2016-12-23 16:13:20,2016-12-23 16:42:25,38.882214000000005,-77.028603,1.32,Three Right lane closed due to accident on I-395 Northbound between Exits 8C 9 10A 10A-B US-1 and Exits 3 4 G St.,I-395 S,R,Washington,20024,US,US/Eastern,KDCA,2016-12-23 15:52:00,44.1,40.1,55.0,30.48,10.0,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-232862,MapQuest,201.0,2,2016-12-27 06:52:47,2016-12-27 07:37:33,38.935593,-77.03272199999999,0.01,Accident on 14th St at Parkwood Pl.,14th St NW,L,Washington,20010-1363,US,US/Eastern,KDCA,2016-12-27 06:52:00,55.9,,90.0,29.98,10.0,SSW,16.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-232926,MapQuest,201.0,2,2016-12-27 11:21:56,2016-12-27 12:51:56,38.889744,-76.965103,0.01,Accident on Capitol St Eastbound before DC-295.,E Capitol St SE,R,Washington,20003,US,US/Eastern,KDCA,2016-12-27 10:52:00,60.1,,80.0,29.94,10.0,SW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233034,MapQuest,201.0,2,2016-12-27 22:02:09,2016-12-27 22:31:39,38.935127,-77.08210799999999,0.01,Restrictions due to accident on Massachusetts Ave in Washington.,Massachusetts Ave NW,L,Washington,20016-4755,US,US/Eastern,KDCA,2016-12-27 21:52:00,54.0,,49.0,29.99,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-233070,MapQuest,247.0,3,2016-12-28 07:20:30,2016-12-28 08:04:58,38.882362,-77.013885,0.01,Delays due to accident on I-695 Southwest Fwy Westbound at 7th St.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2016-12-28 06:52:00,39.9,33.4,60.0,30.15,10.0,North,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-233086,MapQuest,201.0,2,2016-12-28 09:01:05,2016-12-28 09:45:18,38.897354,-77.031944,0.01,Middle lane blocked due to accident on 14th St Northbound at F St.,14th St NW,L,Washington,20005,US,US/Eastern,KDCA,2016-12-28 08:52:00,44.1,39.0,51.0,30.2,10.0,NW,9.2,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-233098,MapQuest,201.0,3,2016-12-28 10:10:06,2016-12-28 10:54:30,38.863056,-76.999565,0.01,Center lane blocked due to accident on I-295 Northbound at Exits 3A 3B Suitland Pkwy.,Suitland Pkwy E,R,Washington,20020,US,US/Eastern,KWBC,2016-12-28 10:48:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233116,MapQuest,201.0,3,2016-12-28 11:04:06,2016-12-28 11:48:34,38.874775,-77.04280899999999,0.01,Accident on I-395 Northbound at 14th St Bridge.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2016-12-28 10:52:00,46.9,,48.0,30.22,10.0,NNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233235,MapQuest,201.0,3,2016-12-29 05:54:58,2016-12-29 06:39:30,38.845093,-77.007225,0.01,Accident on I-295 Northbound at Exit 2 Malcolm X Ave.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2016-12-29 05:52:00,39.0,34.0,96.0,29.89,7.0,South,6.9,0.07,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-233236,MapQuest,201.0,3,2016-12-29 05:53:47,2016-12-29 06:38:13,38.863597999999996,-76.996849,0.01,Accident on I-295 Northbound near Exit 3B Howard Rd.,Howard Rd SE,R,Washington,20020-5805,US,US/Eastern,KWBC,2016-12-29 06:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-233249,MapQuest,201.0,2,2016-12-29 06:14:31,2016-12-29 06:58:46,38.917328000000005,-76.972557,0.01,Left lane blocked due to accident on US-50 New York Ave Inbound at US-1 Alt Bladensburg Rd.,New York Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2016-12-29 05:52:00,39.0,34.0,96.0,29.89,7.0,South,6.9,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-233260,MapQuest,201.0,2,2016-12-29 06:31:44,2016-12-29 07:16:19,38.892361,-77.018539,0.01,Accident on Pennsylvania Ave at Constitution Ave.,Pennsylvania Ave NW,R,Washington,20001,US,US/Eastern,KDCA,2016-12-29 06:52:00,39.9,34.5,97.0,29.84,5.0,SSW,8.1,0.09,Light Rain,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Day,Day
A-233268,MapQuest,201.0,2,2016-12-29 06:45:01,2016-12-29 07:45:01,38.858321999999994,-76.98833499999999,0.01,Accident on Stanton Rd near Bryan Pl.,Stanton Rd SE,R,Washington,20020,US,US/Eastern,KWBC,2016-12-29 06:47:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-233299,MapQuest,201.0,2,2016-12-29 07:18:38,2016-12-29 08:03:29,38.967548,-77.027473,0.01,Accident on US-29 Georgia Ave at Piney Branch Rd.,Georgia Ave NW,R,Washington,20012,US,US/Eastern,KCGS,2016-12-29 07:23:00,37.4,,93.0,29.84,5.0,Calm,,,Overcast,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-233307,MapQuest,201.0,3,2016-12-29 07:41:49,2016-12-29 08:26:20,38.875294,-77.042305,0.01,Left lane blocked due to accident on I-395 Northbound at 14th St Bridge.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2016-12-29 07:52:00,41.0,36.4,96.0,29.82,7.0,South,6.9,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233359,MapQuest,201.0,2,2016-12-29 10:11:00,2016-12-29 10:55:03,38.828381,-77.016426,0.01,Accident on Chesapeake St at Overlook Ave.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2016-12-29 10:10:00,43.0,36.4,97.0,29.75,10.0,South,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233360,MapQuest,201.0,3,2016-12-29 10:15:45,2016-12-29 10:59:08,38.871303999999995,-76.989265,0.01,Lane closed on exit ramp due to accident on I-695 11th St Bridge Outbound at Exits 2A 2B I-295.,I-695 S,R,Washington,20020,US,US/Eastern,KWBC,2016-12-29 10:16:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233367,MapQuest,201.0,2,2016-12-29 10:18:31,2016-12-29 11:03:05,38.934582,-77.03272199999999,0.01,Accident on 14th St near Otis Pl.,14th St NW,R,Washington,20010,US,US/Eastern,KDCA,2016-12-29 10:23:00,44.1,38.6,93.0,29.76,10.0,SSW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233375,MapQuest,229.0,2,2016-12-29 10:49:49,2016-12-29 11:19:07,38.870804,-77.008865,0.58,Slow traffic due to accident on Capitol St Northbound between Suitland Pkwy and Potomac Ave.,Potomac Ave SE,R,Washington,20003,US,US/Eastern,KDCA,2016-12-29 10:52:00,44.1,39.0,93.0,29.76,10.0,SW,9.2,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-233425,MapQuest,201.0,3,2016-12-29 14:39:12,2016-12-29 15:09:12,38.882214000000005,-77.028603,0.01,Accident on I-395 Southbound at Exits 3 4 G St.,I-395 S,R,Washington,20024,US,US/Eastern,KDCA,2016-12-29 14:36:00,48.9,,74.0,29.64,10.0,West,5.8,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233514,MapQuest,247.0,3,2016-12-30 07:57:24,2016-12-30 08:41:49,38.882511,-77.019821,0.01,Delays and right lane blocked due to accident on I-395 Northbound at 6th St.,Frontage Rd,R,Washington,20024,US,US/Eastern,KDCA,2016-12-30 07:52:00,37.0,31.0,54.0,29.82,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233548,MapQuest,201.0,2,2016-12-30 10:09:54,2016-12-30 10:54:31,38.895664000000004,-76.95174399999999,0.01,Left lane blocked due to accident on DC-295 Anacostia Fwy Northbound at Benning Rd.,Kenilworth Ave S,R,Washington,20019,US,US/Eastern,KWBC,2016-12-30 10:32:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233764,MapQuest,201.0,3,2017-01-03 05:34:20,2017-01-03 06:18:52,38.871056,-76.988853,0.01,Accident on I-295 Northbound at 11th St Bridge.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2017-01-03 06:14:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-233773,MapQuest,201.0,3,2017-01-03 06:06:38,2017-01-03 06:51:16,38.894791,-77.01409100000001,0.01,Accident on I-395 Northbound at Exits 9 10 D St.,I-395 N,R,Washington,20001,US,US/Eastern,KDCA,2017-01-03 05:52:00,43.0,38.8,97.0,30.01,5.0,NE,6.9,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-233790,MapQuest,201.0,2,2017-01-03 07:06:36,2017-01-03 07:50:29,38.882343,-77.057632,0.01,Accident on George Washington Memorial Pkwy Northbound near Arlington Memorial Bridge.,Washington Blvd N,R,Washington,20024,US,US/Eastern,KDCA,2017-01-03 06:52:00,43.0,38.8,97.0,29.98,4.0,NE,6.9,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-233824,MapQuest,241.0,2,2017-01-03 07:44:05,2017-01-03 08:28:38,38.932625,-77.03647600000001,0.01,Lane blocked due to accident on 16th St Southbound at Monroe St.,Monroe St NW,R,Washington,20010-3140,US,US/Eastern,KDCA,2017-01-03 07:52:00,43.0,38.8,97.0,29.94,5.0,NNE,6.9,0.11,Light Rain,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-233877,MapQuest,201.0,2,2017-01-03 09:19:09,2017-01-03 10:03:47,38.899421999999994,-76.979294,0.01,Accident on Benning Rd near 17th St.,17th St NE,R,Washington,20002,US,US/Eastern,KDCA,2017-01-03 09:21:00,43.0,37.2,97.0,29.87,1.5,NNE,10.4,0.13,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233878,MapQuest,201.0,2,2017-01-03 09:19:48,2017-01-03 10:04:18,38.900188,-76.979073,0.01,Accident on H St at 17th St.,H St NE,L,Washington,20002-6908,US,US/Eastern,KDCA,2017-01-03 09:21:00,43.0,37.2,97.0,29.87,1.5,NNE,10.4,0.13,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-233921,MapQuest,247.0,2,2017-01-03 11:19:36,2017-01-03 12:04:06,38.912197,-77.050484,0.01,Delays due to accident on Massachusetts Ave near Sheridan Cir.,Massachusetts Ave NW,R,Washington,20008-2847,US,US/Eastern,KDCA,2017-01-03 11:12:00,45.0,42.6,93.0,29.85,3.0,North,4.6,0.01,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-234189,MapQuest,201.0,3,2017-01-05 07:13:26,2017-01-05 07:58:07,38.882256,-77.01522800000001,0.01,Accident on I-395 Eastbound at Exits 5 6 I-695 Southwest Fwy.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2017-01-05 06:52:00,32.0,24.2,38.0,30.01,10.0,NNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-234194,MapQuest,201.0,2,2017-01-05 07:21:58,2017-01-05 08:21:46,38.898525,-76.97419000000001,0.01,Accident on Benning Rd at 21st St.,Benning Rd NE,R,Washington,20002-4821,US,US/Eastern,KDCA,2017-01-05 06:52:00,32.0,24.2,38.0,30.01,10.0,NNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-234240,MapQuest,245.0,2,2017-01-05 09:15:50,2017-01-05 10:00:01,38.895664000000004,-76.95174399999999,0.01,Two lanes blocked and delays due to accident on DC-295 Anacostia Fwy Northbound at Benning Rd.,Kenilworth Ave S,R,Washington,20019,US,US/Eastern,KWBC,2017-01-05 08:47:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-234361,MapQuest,247.0,2,2017-01-06 06:24:05,2017-01-06 07:08:44,38.917233,-76.978157,0.01,Delays due to accident on US-50 New York Ave at Montana Ave.,New York Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2017-01-06 06:52:00,32.0,23.6,61.0,30.03,10.0,NNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-234388,MapQuest,201.0,2,2017-01-06 07:41:38,2017-01-06 08:25:46,38.936890000000005,-77.116722,2.99,Accident on Clara Barton Pkwy Eastbound from Cabin John Pkwy to DC Line.,Clara Barton Pkwy,R,Washington,20016,US,US/Eastern,KDCA,2017-01-06 07:52:00,32.0,21.6,54.0,30.07,10.0,NNW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-234414,MapQuest,201.0,2,2017-01-06 08:09:00,2017-01-06 08:53:32,38.901329,-77.02808399999999,0.01,Accident on 12th St at I St.,I St NW,R,Washington,20005,US,US/Eastern,KDCA,2017-01-06 07:52:00,32.0,21.6,54.0,30.07,10.0,NNW,15.0,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-234436,MapQuest,201.0,3,2017-01-06 08:55:57,2017-01-06 10:25:57,38.832905,-77.01320600000001,0.01,Accident on I-295 Northbound at Exit 1 Overlook Ave.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2017-01-06 08:52:00,32.0,23.0,54.0,30.09,10.0,NNW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-234464,MapQuest,201.0,2,2017-01-06 09:50:11,2017-01-06 10:34:36,38.948833,-77.10096,0.01,Accident on Dalecarlia Pkwy at Westmoreland Cir.,Westmoreland Cir NW,R,Washington,20016,US,US/Eastern,KDCA,2017-01-06 09:52:00,32.0,22.1,54.0,30.11,10.0,NNE,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-234556,MapQuest,201.0,2,2017-01-06 18:08:54,2017-01-06 18:53:54,38.904109999999996,-77.06907700000001,0.25,Accident on US-29 Whitehurst Fwy Northbound between George Washington Memorial Pkwy and Whitehurst Fwy.,Whitehurst Fwy NW,R,Washington,20007,US,US/Eastern,KDCA,2017-01-06 17:52:00,30.0,20.5,45.0,30.25,10.0,NNW,11.5,,Overcast,False,False,True,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
